,city,company_name,description,duty,employment,experience,max_salary,min_salary,name,published_date,requirements,schedule,skills,terms
389,Краснодар,Строительная Компания МЕРИТОН,,"Обязанности: -опыт в решении сложных задач в среде 1С;<br />опыт работы с конфигурациями «Бухгалтерия», «ЗУП», «Документооборот», «1С Бит Строительство»<br />понимание возможностей платформы «1С: Предприятие» версии 7.7 и выше;<br />умение разрабатывать и читать программный код;<br />умение читать чужие коды; <br />",Полная занятость,От 3 до 6 лет,100000,,Программист 1C,2021-01-10T11:38:20+0300,Требования: - высшее техническое образование (обязательно очное обучение по направлению ИТ); - наличие сертификатов 1С по типовым конфигурациям будет Вашим преимуществом; опыт работы с SQL серверами;<br />знания в бухгалтерском учете   ,Полный день,,Условия: испытательный срок – 3 месяца.полный рабочий день
390,,АйтиКом,,,Полная занятость,От 1 года до 3 лет,,,Web-программист,2020-12-30T14:19:33+0300,,Полный день,,
391,,ИнфоБухЦентр,,Обязанности Сопровождение ПО фирмы 1С:: складской учётуправление торговлейбухгалтерияЗУП ,Частичная занятость,Более 6 лет,30000,15000,1С: Управление персоналом,2020-12-21T21:39:35+0300,Требования: Опыт работы обязателен ,Гибкий график,1С: Управление персоналом|,Условия: 2-3 полных рабочих дня в неделю
392,,Ростелеком,,Обязанности: Установление доверительных партнерских с закрепленной базой клиентов ;Осуществление допродаж существующим клиентам ;Работа с оттоком (удержание клиентов) ;Работа с дебиторской задолженностью;Персональное обслуживание и поддержка клиентов в точке продаж и обслуживания. ,Полная занятость,От 1 года до 3 лет,,60000,Работа с юридическими лицами,2020-12-21T12:24:11+0300,Требования: Уровень образования - высшее или средне-специальное ;Опыт работы продаж и обслуживания юридических лиц;Опыт в сфере телекоммуникаций будет преимуществом.Навыки ведения переговоров и построения рабочих результативных долгосрочных отношений с клиентами. ,Полный день,Телефонные переговоры|Навыки продаж|Развитие ключевых клиентов|Управление отношениями с клиентами|Клиентоориентированность|В2В|проведение переговоров с первыми лицами компании|Работа с юридическими лицами|,"Условия: Конкурентные предложения для клиентов (расширенная линейка услуг, индивидуальные предложения для клиентов и др.)Фиксированный оклад + ежемесячные премии ;Оформление согласно ТК РФ (полный соц. пакет: ДМС, ежегодный оплачиваемый отпуск 28 календарных дней, оплата больничных, командировочных);Развитие в компании - корпоративный университет, учебный портал, программы обучения и реальная возможность карьерного роста (30% сотрудников получают повышение в течение первого года работы);График работы: с понедельника по четверг с 8:00 до 17:00, пятница с 8:00 до 16:00 (8-часовой рабочий день)."
393,,Яндекс,"Каждый день миллионы пользователей находят ответы на свои вопросы с помощью Яндекса. Сервису Яндекс.Справочник нужны внимательные, тактичные и любознательные операторы с чувством юмора — обновлять данные в базах, следить за их верностью и актуальностью.   Что вы будете делать: совершать звонки по сценарию задания;обновлять сведения в базе данных. Для работы потребуются: грамотный устный и письменный русский язык;умение работать с большими массивами информации;навыки уверенной работы на компьютере;тихое место на время работы;ноутбук или стационарный компьютер с ОС не ниже Windows 7;гарнитура;подключённый кабельный высокоскоростной интернет. Мы ждем, что вы: хотите и умеете помогать другим людям;вежливы, но не занудны;внимательны к деталям и всегда доводите дело до конца;не устаёте от однообразных задач;можете работать дома, не отлынивая и не отвлекаясь на очередной эпизод сериала;любите узнавать новое;готовы к насыщенному рабочему дню. Что мы предлагаем: работу из дома или любой точки, где есть стабильный интернет;бесплатную ip-телефонию;частичную занятость, гибкий график 4 часа в день 5 дней в неделю (будни) в дневное время с 8 до 20 по Москве;официальное оформление на работу по совместительству с первого дня обучения;сдельную оплату;удалённое оплачиваемое обучение.    ",,Частичная занятость,Нет опыта,,,Оператор саll-центра,2020-12-28T10:07:12+0300,,Удаленная работа,,
394,,"СимбирСофт,ООО","В рамках нашего направления мобильной разработки мы сотрудничаем с такими компаниями, как: <em>Mail.ru, CarPrice, ЦИАН, QIWI, Lamoda, Ferrero, SKB_Lab, Дом.ру, Delloite </em>и многие другие. Наши разработчики создают интереснейшие продукты для ведущих банков страны, call-центров, финансовой и бухгалтерской сферы, индустрии развлечений, помогают в решении уникальных бизнес задач и других. ",,Полная занятость,От 1 года до 3 лет,,,Swift,2020-12-22T09:32:58+0300,,Гибкий график,iOS|Swift|,"Условия: работа в крупной компании, в сплочённом коллективе единомышленников;сертификация за счёт компании;возможность прокачаться в разных направлениях;возможность стать тимлидом, (можешь тимлидить сразу, тогда тем более приходи);современная и уютная зона отдыха с чаем/кофе/печеньками/пинг-понгом/дартс;гибкий график работы, который позволяет выспаться;компания материально поощряет сотрудников заниматься спортом;преподаватель английского языка;белоснежные условия - оформление по ТК РФ, белая зарплата, отпускные и больничный. "
395,,AXELOT,"Добрый день, наш будущий коллега! Позиция открыта в компании GRADUM. GRADUM — IT-компания, специализирующаяся на решении задач по автоматизации процессов учета и управления на предприятиях корпоративного сектора. Создание GRADUM — совместная инициатива компаний «Первый БИТ» и AXELOT. Лидеры партнерского сообщества «1С», работающие на рынке с 1998 года, объединили свои экспертизу и опыт для формирования уникального предложения — предоставления услуг по автоматизации крупного бизнеса через сеть филиалов по всей территории РФ и СНГ. Команда GRADUM нацелена на масштабные комплексные проекты. Большое количество высококвалифицированных профильных специалистов, отличное знание всей линейки программных продуктов «1С», обширный опыт работы с крупными российскими и транснациональными компаниями, отлаженные технологии проектной деятельности, финансовая устойчивость и надежность — все это позволяет нам гарантировать выполнение проектов в отведенный срок, в рамках запланированного бюджета и с надлежащим качеством. В нашу команду мы ищем ","Обязанности: Проводить интервью и фиксировать требования;Придумывать и согласовывать с заказчиком оптимальную реализацию требований в системе;Помогать в решении методологических вопросов;Самому или привлечением других консультантов выполнять работы: Зафиксированные требования отрисовывать в процессы;Для процессов проектировать и описывать сценарии тестирования;Наполнять тестовые базы для моделирования процессов в заданных конфигурациях;Демонстрировать Заказчику сценарий и отвечать на его вопросы;Проводить дополнительные настройки системы;Ставить техническое задание на разработку;Тестировать итоги разработки;Проводить обучение и тестирование пользователей;Готовить пользовательские инструкции;Осуществлять поддержку пользователей при старте работы Заказчика в системе; Эскалировать на руководителя проекта изменение границ и требований, риски, проблемы. ",Полная занятость,От 3 до 6 лет,,,Ведение переговоров,2020-12-07T11:35:20+0300,"Обязанности: Проводить интервью и фиксировать требования;Придумывать и согласовывать с заказчиком оптимальную реализацию требований в системе;Помогать в решении методологических вопросов;Самому или привлечением других консультантов выполнять работы: Зафиксированные требования отрисовывать в процессы;Для процессов проектировать и описывать сценарии тестирования;Наполнять тестовые базы для моделирования процессов в заданных конфигурациях;Демонстрировать Заказчику сценарий и отвечать на его вопросы;Проводить дополнительные настройки системы;Ставить техническое задание на разработку;Тестировать итоги разработки;Проводить обучение и тестирование пользователей;Готовить пользовательские инструкции;Осуществлять поддержку пользователей при старте работы Заказчика в системе; Эскалировать на руководителя проекта изменение границ и требований, риски, проблемы. ",Удаленная работа,Управление проектами|1С: Предприятие 8|Умение принимать решения|1C: Бухгалтерия|Управление рисками|ERP-системы на базе 1С|1С:Управление холдингом|Работа в режиме многозадачности|Ведение переговоров|,
396,Краснодар,Точка,"Мы ищем в нашу команду людей, которые умеют продавать. Тех, для кого подписанный договор — драйв, а выполнение плана — вызов скилам! Даже если опыт успешных продаж не связан с банками — не беда. В Точке ты сможешь зарабатывать, предлагая крутые банковские продукты, развивать навыки, пробовать новые фишки и гипотезы. И всё это в комфортных условиях без бюрократии, дресс-кода и начальников. В команде, которая летит впереди рынка. ",,Полная занятость,От 1 года до 3 лет,,70000,Ориентация на результат,2021-01-08T12:59:46+0300,,Полный день,Коммуникабельность|B2B Продажи|Поиск и привлечение клиентов|Ведение переговоров|Холодные продажи|Навыки продаж|Ориентация на результат|,"Мы ищем в нашу команду людей, которые умеют продавать. Тех, для кого подписанный договор — драйв, а выполнение плана — вызов скилам! Даже если опыт успешных продаж не связан с банками — не беда. В Точке ты сможешь зарабатывать, предлагая крутые банковские продукты, развивать навыки, пробовать новые фишки и гипотезы. И всё это в комфортных условиях без бюрократии, дресс-кода и начальников. В команде, которая летит впереди рынка. "
397,Краснодар,Базэл Аэро,,"Обязанности: - Самостоятельное выполнения задач по программированию и настройке систем 1С;<br />- Сопровождение пользователей при работе с конфигурацией 1С Документооборот, УПП, ERP, ЗУП.   ",Полная занятость,От 1 года до 3 лет,,120000,1С: Бухгалтерия,2020-12-25T10:44:38+0300,"Требования: Высшее образование.Опыт работы от 2х лет. Знание специализированных программ (в дополнение к стандартному пакету MS Office)  Программирование на платформе 1С Конфигурации 1С:Документооборот, УПП, ERP, ЗУП.  <em>Особые требования:</em> Написание обработок загрузки, выгрузки, обработки массивов данных.Умение читать чужой код, опыт оптимизации кода, встроенных запросов.Опыт интеграции решений 1С с другими ИС.Техническая грамотность, желание и способность к обучению, самостоятельность и ответственность.Наличие сертификата 1С:профессионал и 1С:специалист ",Полный день,1С программирование|1С: Документооборот|1С: Предприятие 8|Обновление конфигурации 1С|1С: Бухгалтерия|,"Условия: Полный рабочий день 08:00-17:00, 5/2"
398,,HR-connect,,"Обязанности:  Продвижение продукции компании на территории Краснодарского края и республики Адыгея;  Проведение переговоров с крупными B2B и B2G клиентами, выстраивание долгосрочных отношений с клиентами; Подготовка коммерческих предложений, презентация товаров и услуг компании, выполнение плана продаж;Заключение договоров, контроль оплаты;Ведение CRM-системы ( собственная разработка) ",Полная занятость,От 1 года до 3 лет,,,Деловое общение,2020-12-10T11:23:47+0300,"Требования: Самостоятельность, организованность, честностьОпыт работы в продажах не менее 3-х лет;Преимущество отдаем кандидатам, имеющим опыт продаж в сфере транспорта;Желание продавать, нацеленность на результат, самостоятельность; ",Полный день,Активные продажи|Управление продажами|Холодные продажи|Ведение переговоров|Развитие продаж|Поиск и привлечение клиентов|B2B Продажи|Проведение презентаций|Заключение договоров|Деловое общение|,"Условия: Оформление по ТК РФ;Прозрачная система мотивации ( оклад + % от продаж);Стабильная компания ( более 11 лет на рынке);График работы 5/2,с 9:00 до 18:00;Компенсация сотовой связи; Разъездной характер работы; Обучение продукту;Место работы п. Яблоновский, ул. Дорожная 182/1"
399,Краснодар,ДжетРуби Эйдженси,,,Полная занятость,От 3 до 6 лет,,,Business Analyst,2020-12-25T15:23:37+0300,"ЧТО НАС ВЫДЕЛЯЕТ И ПОЧЕМУ СТОИТ РАБОТАТЬ У НАС? <ol> <li> Много разных проектов. С нуля. На новых технологиях. Возможность ротации между ними.  Общение с зарубежными клиентами и основателями стартапов напрямую.  Личные планы развития, конкретные цели и ожидания, цикл постоянного фидбека.  Продуманная и гибкая система мотивации, поддержки и сопровождения сотрудника от самого начала до высочайших позиций.  У нас, совершенно серьезно, постоянно растет зарплата на основании результатов на проекте  Возможность развиваться как вертикально так и горизонтально. Ты можешь вырасти в техлида, и потом пройти обучение на менеджера проекта. Либо расширять свой стек новыми технологиями или вообще перейти в смежные технологические ниши.  Внутренние конференции, мастер классы и воркшопы.  Поддержка компании в развитии личных Open Source проектов  Доступ к популярным платным образовательным ресурсам, поездки на конференции и внешние сертификации.  Подходы к разработке, которые у нас реализованы не на словах, а внедрены в культуру. У нас высокие требования к людям и это причина по которой приходится работать в коллективе, который знает свое дело и стимулирует расти.  Возможность обсудить и решить возникшие трудности и проблемы с сотрудником любого уровня вплоть до СЕО компании, User Friendly подход. </li> </ol> ",Полный день,Agile Project Management|Atlassian Jira|Project management|Business English|Risk management|Scrum|Управление продуктом|Start-up project|Проектный менеджмент|Управление командой|Leadership Skills|Business Analyst|,
400,Краснодар,Деловые Линии,Группа компаний &quot;Деловые Линии&quot;‚ лидер в сфере междугородних грузоперевозок‚ приглашает кандидатов на должность Аналитик-разработчик. ,"Обязанности: Выявление требований, разработка прототипов и продуктов, автоматизация процессов компании в направлении маркетинга и коммерции;Разработка калькуляторов, парсеров и оценочных моделей;Оптимизация процесса получения и обновления данных;Поддержка разработанных продуктов, консультация пользователей. ",Полная занятость,От 1 года до 3 лет,,,Business Intelligence Systems,2020-12-07T13:03:44+0300,"Требования: Образование высшее (информационные технологии/математика/экономика);Опыт работы в аналогичной должности от 1 года;Опыт работы с продуктами BI (Power BI, Tableu, QlikView);Владение MS SQL на уровне уверенного пользователя (оконные функции, CTE);Владение Excel на уровне уверенного пользователя, знание VBA желательно;Владение Python на базовом уровне (желательно знание Pandas);Знание Java будет преимуществом;Развитые аналитические способности, желание развивать технические навыки. ",Полный день,VBA|Python|Java|SQL|Business Intelligence Systems|,"Условия: Оформление в соответствии с ТК РФ;Достойный уровень заработной платы, своевременные выплаты;Предоставляется корпоративная мобильная связь;График работы: пятидневная рабочая неделя;Место работы: г. Краснодар, ул. Покрышкина;Мы предлагаем интересную работу в стабильной‚ динамично развивающейся компании‚ а также возможность профессионального и карьерного роста‚ дружный коллектив."
401,Краснодар,Fratelli group,,"Обязанности: Обеспечение бесперебойной и безаварийной работы инженерных систем и оборудования в организации.Осуществлять контроль за бесперебойной и экономической работой электроустановок, теплопотребляющих энергоустановок, установок вентиляции и кондиционирования воздуха, сантехнического оборудования.Выполнять работы по ремонту инженерного оборудования и косметический ремонт зданий , помещений.Совершенно выполнять работы по заявкам по ремонту электрооборудования, сантехнического и вентиляционного оборудования.Информировать непосредственного руководителя об аварийных ситуациях и незамедлительно принимать меры к устранению аварий. Оперативно прибывать на место аварии и принимать все необходимые меры к ее скорейшей ликвидации.Своевременно проходить аттестацию по проверке знаний ПУЭ, ПТЭЭП, ПТЭ ТЭ и ТС, ПТБ при эксплуатации ТУ и ТС.Соблюдать трудовую и производственную дисциплину , правила и нормы охраны труда, требований производственной санитарии и личной ги гиены.Своевременно проходить периодические медицинские осмотры.Соблюдать режим работы.",Полная занятость,Нет опыта,,30000,Электротехнические работы,2021-01-07T16:38:12+0300,"Требования:Образование средне техническое, высшее техническое.Умение работать по схемам: электроснабжения, вентиляции и кондиционирования, автоматического и водяного пожаротушения. ",Полный день,Ремонтные работы|Инженерные системы|Электротехнические работы|,"Условия: График работы 5/2, суббота, воскресенье выходной;Компенсация за питание;Компенсация ГСМ."
402,Краснодар,DataArt,"О работе Наш клиент – инжиниринговая компания, она занимается автоматизацией технологических процессов для рационального использования энергетических ресурсов. Мы разрабатываем мобильную платформу, которая поможет потребителям энергии упростить процесс осуществления платежей за электроэнергию и отслеживания использования/оплаты. Мы работаем с отделом исследований и разработок клиента, что позволяет нам создавать инновационные решения и делиться своими идеями по улучшению технических и бизнес-процессов. Команда DataArt: 2 бэкенд-разработчика, 2 фронт енд разработчика, 3 IOS разработчика, 1 DevOps, 1 Android разработчик, 2 дизайнера, 1 QA, 1 PM. Технологии в проекте: Postgresql, MongoDB, Django, JWT, RESTful, GCP. Требования Опыт программирования на Python не менее 4-х лет.Знание Python-веб-фреймворка DjangoОпыт использования технологий объектно-реляционного отображения (ORM).Навыки построения RESTful APIs на Python.Опыт работы с реляционными СУБД (PostgresSQL, Mongo DB и пр.).Навыки работы с инструментами контроля версий (Git, SVN и пр.).Разговорный английский. Будет плюсом Опыт работы с Google Cloud. ",,Полная занятость,От 3 до 6 лет,,,"Senior Python Developer, Energy Tech Solutions",2020-12-21T13:18:16+0300,"О работе Наш клиент – инжиниринговая компания, она занимается автоматизацией технологических процессов для рационального использования энергетических ресурсов. Мы разрабатываем мобильную платформу, которая поможет потребителям энергии упростить процесс осуществления платежей за электроэнергию и отслеживания использования/оплаты. Мы работаем с отделом исследований и разработок клиента, что позволяет нам создавать инновационные решения и делиться своими идеями по улучшению технических и бизнес-процессов. Команда DataArt: 2 бэкенд-разработчика, 2 фронт енд разработчика, 3 IOS разработчика, 1 DevOps, 1 Android разработчик, 2 дизайнера, 1 QA, 1 PM. Технологии в проекте: Postgresql, MongoDB, Django, JWT, RESTful, GCP. Требования Опыт программирования на Python не менее 4-х лет.Знание Python-веб-фреймворка DjangoОпыт использования технологий объектно-реляционного отображения (ORM).Навыки построения RESTful APIs на Python.Опыт работы с реляционными СУБД (PostgresSQL, Mongo DB и пр.).Навыки работы с инструментами контроля версий (Git, SVN и пр.).Разговорный английский. Будет плюсом Опыт работы с Google Cloud. ",Гибкий график,,
403,Краснодар,DataArt,,,Полная занятость,От 1 года до 3 лет,,,NoSQL,2020-12-25T18:40:56+0300,,Гибкий график,SCALA|JavaScript|JUnit|Java|Работа в команде|NoSQL|,
404,Краснодар,ДжетРуби Эйдженси,,,Полная занятость,От 1 года до 3 лет,,,es6,2020-12-25T15:23:36+0300,"ЧТО НАС ВЫДЕЛЯЕТ И ПОЧЕМУ СТОИТ РАБОТАТЬ У НАС? <ol> <li> Много разных проектов. С нуля. На новых технологиях. Возможность ротации между ними.  Общение с зарубежными клиентами и основателями стартапов напрямую.  Личные планы развития, конкретные цели и ожидания, цикл постоянного фидбека.  Продуманная и гибкая система мотивации, поддержки и сопровождения сотрудника от самого начала до высочайших позиций.  У нас, совершенно серьезно, постоянно растет зарплата на основании результатов на проекте.  Возможность развиваться как вертикально так и горизонтально. Ты можешь вырасти в техлида, и потом пройти обучение на менеджера проекта. Либо расширять свой стек новыми технологиями или вообще перейти в смежные технологические ниши.  Внутренние конференции, мастерклассы и воркшопы.  Поддержка компании в развитии личных Open Source проектов.  Доступ к популярным платным образовательным ресурсам, поездки на конференции и внешние сертификации.  Подходы к разработке, которые у нас реализованы не на словах, а внедрены в культуру. У нас высокие требования к людям и это причина по которой приходится работать в коллективе, который знает свое дело и стимулирует расти  Возможность обсудить и решить возникшие трудности и проблемы с сотрудником любого уровня вплоть до СЕО компании, User Friendly подход. </li> </ol> ",Полный день,React|JavaScript|HTML|CSS|HTTP|es6|,
405,,МКСмедиа,  ,"Ваши обязанности в рамках компании: Продвижение сайтов в поисковых системах в ТОПАнализ эффективности продвижения и корректировка стратегий продвиженияВнутренняя оптимизация сайтовСбор семантических ядерПостановка задач копирайтерам и проверка результатов, поиск копирайтеров на биржеПостановка задач штатным программистам и контроль их выполненияПостановка задач штатным дизайнерам и контроль их выполненияРабота со ссылочными и статейными биржамиВзаимодействие с другими сотрудниками компании ",Полная занятость,От 1 года до 3 лет,45000,35000,HTML,2021-01-09T10:35:43+0300,"Наши требования к кандидатам: Знание методов внутренней оптимизации сайтовНаличие базовых знаний HTML, CSSЗнание основных бирж ссылок, статейОпыт работы со статейным продвижениемПонимание принципов ранжирования поисковых системПонимание принципов юзабилити сайтовУмение работать в командеОтветственность, исполнительность, грамотный письменный русский языкВнимательность к деталямЖелательно портфолио, наличие выведенных в ТОП проектовОпыт работы от 3-х летУмение работать с SEO программами   ",Удаленная работа,Составление семантического ядра|SEO оптимизация|SEO|Поисковая оптимизация сайтов|HTML|,
406,,Zebrains,<br />,,Полная занятость,От 3 до 6 лет,,,React.JS,2020-12-30T17:11:17+0300,,Полный день,Android|Java|iOS|React Native|React.JS|,
407,,МТС,"МТС – крупнейший телеком-бренд в России и СНГ, цифровой холдинг, развивающий более 15 инновационных направлений – от интернета вещей и обработки больших данных до онлайн-университета и киберспорта. ",,Полная занятость,От 3 до 6 лет,,,MS SQL,2020-12-18T11:50:59+0300,,Полный день,Python|SQL|Linux|Bash|MS SQL|,
408,,"Телеком-Монтаж-Юг, ГК",,"Обязанности: Проектная подготовка (осмотр помещений для монтажа, изучение рабочих чертежей, расчет количества комплектующих и монтажных материалов);Проведение работ по настройке, пуско-наладке и интеграции слаботочных систем;Инспекция работы монтажной бригады;Настройка программного обеспечения оборудования в соответствии с требованиями Заказчика;Проведение пуско-наладочных работ охранно-пожарной сигнализации, видеонаблюдения, порошкового и газового пожаротушения, СКУД;Приемо-сдаточные испытания;Удаленная техническая поддержка Заказчика. ",Полная занятость,От 3 до 6 лет,,,Инженер КСБ (Комплексных систем безопасности),2020-12-26T14:14:48+0300,"Обязанности: Проектная подготовка (осмотр помещений для монтажа, изучение рабочих чертежей, расчет количества комплектующих и монтажных материалов);Проведение работ по настройке, пуско-наладке и интеграции слаботочных систем;Инспекция работы монтажной бригады;Настройка программного обеспечения оборудования в соответствии с требованиями Заказчика;Проведение пуско-наладочных работ охранно-пожарной сигнализации, видеонаблюдения, порошкового и газового пожаротушения, СКУД;Приемо-сдаточные испытания;Удаленная техническая поддержка Заказчика. ",Полный день,,"Условия: Работа в крупной, стабильно развивающейся компании;Официальное трудоустройство;Прозрачная система оплаты труда: оклад + премияРабота на крупных проектах по РФ (командировки);Условия для профессионального развития."
409,Краснодар,DataArt,"О работе Клиент — одна из старейших в мире фондовых бирж. Штаб-квартира находится в Лондоне. DataArt сотрудничает с департаментом, который управляет информационным технологиям для рынков капитала (биржи акций, ценных бумаг с фиксированным доходом и производных финансовых инструментов). Специалисты DataArt помогают в проектировании и создании новых возможностей потоковой передачи и распространения данных, модернизации возможностей фронтенда для создания новых приложений, основанных на данных, для клиентов на рынках капитала. В проекте используется AWS, EMR, Kafka, Spark, React, а также агентно-ориентированные десктоп-технологии, например, основанные на стандарте FTC 3. Требования Отличное знание Scala и Java.Знание Spark.Опыт работы с продуктами AWS: Cognito, EMR, Lambda, Athena, Glue.Опыт работы с базами данных: базы данных NoSQL, в особенности документно-ориентированные (желательно AWS DynamoDB).Kafka.WebSockets.Владение OOP, OOD и паттернами проектирования (design patterns).Разговорный английский. Будет плюсом Опыт использования систем непрерывной интеграции (Continuous Integration).Опыт ведения проектной документации. ",,Полная занятость,От 3 до 6 лет,,,Senior BigData Software Engineer,2020-12-21T13:18:16+0300,"О работе Клиент — одна из старейших в мире фондовых бирж. Штаб-квартира находится в Лондоне. DataArt сотрудничает с департаментом, который управляет информационным технологиям для рынков капитала (биржи акций, ценных бумаг с фиксированным доходом и производных финансовых инструментов). Специалисты DataArt помогают в проектировании и создании новых возможностей потоковой передачи и распространения данных, модернизации возможностей фронтенда для создания новых приложений, основанных на данных, для клиентов на рынках капитала. В проекте используется AWS, EMR, Kafka, Spark, React, а также агентно-ориентированные десктоп-технологии, например, основанные на стандарте FTC 3. Требования Отличное знание Scala и Java.Знание Spark.Опыт работы с продуктами AWS: Cognito, EMR, Lambda, Athena, Glue.Опыт работы с базами данных: базы данных NoSQL, в особенности документно-ориентированные (желательно AWS DynamoDB).Kafka.WebSockets.Владение OOP, OOD и паттернами проектирования (design patterns).Разговорный английский. Будет плюсом Опыт использования систем непрерывной интеграции (Continuous Integration).Опыт ведения проектной документации. ",Гибкий график,,
