,city,company_name,description,duty,employment,experience,max_salary,min_salary,name,published_date,requirements,schedule,skills,terms
88,,Компания Киль-Казань,"ООО &quot;Компания Киль-Казань&quot; является поставщиком медицинского оборудования и расходных материалов уже 15 лет. Мы поставляем, ремонтируем и обслуживаем медицинскую технику. В сервисную службу компании, занимающейся ремонтом и техническим обслуживанием медицинского оборудования, требуется инженер по техническому обслуживанию и ремонту. ","Обязанности: Техническое обслуживание, ремонт, монтаж медицинской техники, радиотехнического оборудования ",Полная занятость,От 3 до 6 лет,50000,27000,Инженер-электронщик,2020-12-29T10:37:16+0300,"Требования: Наличие законченного профильного высшего технического образованияОпыт работы в аналогичной должности - не менее 3-х летПК - уверенный пользовательЧтение схем, опыт ремонта электротехнического оборудования. Знание элементной базы ",Полный день,,"Условия: Пятидневная рабочая неделя, режим работы: с 8.00 до 17.00ОбучениеВозможны командировкиПолный рабочий день"
89,,ZennoLab,"Мы занимается разработкой продуктов и решений для SEO с 2008 года. В данный момент у нас десятки тысяч клиентов из 88 стран мира и мы не собираемся на этом останавливаться. Несмотря на большое количество клиентов и широкую известность среди SEO специалистов, в ZennoLab работает около 30 человек. Это значит, что ты не будешь чувствовать себя маленьким винтиком в большой системе - наоборот, сможешь видеть, как результатами твоей работы пользуются тысячи людей! Если ты не гонишься за всеми новомодными технологиями сразу, обладаешь системным мышлением, опытом и готовностью работать с такими вещами, как WinForms, DevExpress Forms, WPF, алгоритмами, многопоточностью и сложными API - добро пожаловать к нам! ",,Полная занятость,От 3 до 6 лет,150000,100000,Developer Express,2021-01-07T18:16:40+0300,,Удаленная работа,C#|.NET Framework|Windows Forms|C/C++|JavaScript|Developer Express|,
90,Казань,Ак Барс Банк,,"Обязанности: поддержка инфраструктуры на Linux серверах (Redhat, Centos, Ubuntu, SLES, Debian); внедрение и сопровождение новых продуктов;  написание / обновление технической документации;  анализ производительности, устранение узких мест;  работа с системами управления инцидентами;  написание скриптов Bash и Python.  ",Полная занятость,От 1 года до 3 лет,,,Devops engineer,2020-12-29T13:23:55+0300,"Требования: высшее техническое образование;уверенное владение ОC Linux, UNIX на уровне администратора;навыки работы с доменом Active Directory; навыки настройки серверов под управлением Windows; знание веб-серверов Apache/Nginx/IIS;опыт написания скриптов на BASH/Python;знание методологии DevOps и сопутствующих инструментов (TeamCity, Ansible, git, и т.п.). ",Полный день,,Условия: система мотивации: оклад (обсуждается индивидуально) + квартальная премия;корпоративная программа лояльности + приятный cashback от партнеров Банка;современный офис формата open space в 5 минутах ходьбы от м. Козья слобода;электронная библиотека MyBook;ДМС после 1 года работы в ПАО &quot;АК БАРС&quot; БАНК (включая стоматологические услуги);скидки на занятия в фитнес центре и бассейне (есть возможность выбора);льготные условия кредитования.
91,,Билайн,"Наша команда каждый день работает над повышением качества связи, обеспечивая бесперебойность сервиса для клиента. Мы – это уверенность, надежность, профессионализм и внимание к деталям.<br />Если Вы готовы решать сложные и масштабные задачи в команде экспертов – мы ждем Ваше резюме!<br />И сейчас у Вас есть возможность присоединиться к лучшей команде в качестве Руководителя службы строительства мобильной сети. ",,Полная занятость,От 3 до 6 лет,,,Обучение и развитие,2021-01-08T11:43:28+0300,,Полный день,Управление проектами|MS Project|Строительство|Информационные технологии|Обучение и развитие|,
92,,Решатель,"Нам в команду нужны толковые инженеры, умеющие решать сложные задачи для студентов. Наиболее востребованы специалисты по теплотехнике, электротехнике, метрологии, геодезии, нефтегазовому делу, геологии, технической механике и др. ",,Частичная занятость,От 1 года до 3 лет,40000,35000,Инженер - автор студенческих работ (техническое направление),2020-12-12T10:16:31+0300,Требования: умение разбираться с методичками вузовумение работать с чертежамизнание специальных программопыт решения сложных задач ,Удаленная работа,,"Условия: Удаленная работа только с теми заказами, которые интересны.Оплата сдельная, ставка примерно 500-1000 р/часВ среднем у наших активных авторов получается по 35-40 тысяч рублей в месяц."
93,,WantResult (ИП Пермяков Олег Владимирович),"Мы - федеральная IT-компания, специализирующаяся на увеличении продаж с юридическими гарантиями результата. В стране наступил кризис - потеря покупательской способности населения ставит многие бизнеса на грань выживания, поэтому сейчас для нас идеальное время, поскольку мы решаем ключевую задачу бизнеса - обеспечение клиентами. Мы действительно делаем свою работу хорошо, поэтому с нами работают такие бренды как: ВТБ, Ростелеком, Авилон, Тинькофф, SoftLine, BMW, ФСК Лидер, Промсвязьбанк и еще более 12,000 клиентов по России. В связи, с активным расширением компании мы ищем “Специалистов отдела продаж услуг по генерации клиентов с гарантией результата”. Влияние коронавируса на наш бизнес? Мы создали специальные Антикризисные тарифы и даем первых клиентов бесплатно, для того, чтобы поддержать и помочь бизнесу вырасти. Рост спроса на наш продукт за март 2020 вырос в 2,3 раза. Бизнесы активно активизировались, тк сейчас срочно нужно решить проблему с падением продаж. Мы не хотим рисковать вашим здоровьем, поэтому деятельность будет строиться полностью удаленно. Как строиться работа в нашей компании? 1. Мы снабжаем тебя готовой базой клиентов. Это те люди, которые в данный момент времени уже нуждаются в увеличение продаж. Необходимо качественно презентовать продукт ЛПРу и закрыть сделку. 2. Вся работа ведется в удобной CRM-системе (система учета клиентов), а звонки записываются, чтобы помочь тебе продавать больше. 3. Твоя основная задача - качественно проводить диалоги с клиентами и ставить упор на конвертацию заявок в покупателей. Какие компетенции мы ждем от тебя? • Самое главное - успешный опыт в продажах от 2 лет; • Опыт работы в продаже франшиз, digital услуг - будут являться вашим преимуществом; • Желание много зарабатывать, а не сидеть в кресле; Условия работы: Окладная часть по результатам собеседования + очень высокий проценты от продаж. Средний заработок сотрудников отдела продаж 80,000 рублей в месяц. Самый большой бонус менеджера по продажам - 485,000р за март 2020 года. Другие условия работы:  Удобный режим и график работы (5/2, 10:00 - 19:00, возможность работы из дома);  Бесплатное вводное и регулярное обучение. Мир технологий быстро меняется, и Вы будете всегда в курсе самых актуальных новинок;  Карьерный рост. Компания активно растет, если ты амбициозен, то сможешь быстро вырасти до “Ведущего менеджера” и “Руководителя отдела продаж”  В общем, если ты искал ту работу в продажах, которая позволит хорошо зарабатывать и постоянно расти - поздравляем, ты ее нашел:) Мы уверены, именно в нашей компании Вы сможете обеспечить свои амбиции) Обязательно оставляй отклик и будем уже общаться лично До связи!)",,Полная занятость,От 1 года до 3 лет,,80000,Информационные технологии,2020-12-24T12:44:33+0300,,Удаленная работа,Навыки продаж|Холодные продажи|Активные продажи|B2B Продажи|Холодные звонки|Ведение переговоров|Прямые продажи|Интернет маркетинг|Информационные технологии|,"Мы - федеральная IT-компания, специализирующаяся на увеличении продаж с юридическими гарантиями результата. В стране наступил кризис - потеря покупательской способности населения ставит многие бизнеса на грань выживания, поэтому сейчас для нас идеальное время, поскольку мы решаем ключевую задачу бизнеса - обеспечение клиентами. Мы действительно делаем свою работу хорошо, поэтому с нами работают такие бренды как: ВТБ, Ростелеком, Авилон, Тинькофф, SoftLine, BMW, ФСК Лидер, Промсвязьбанк и еще более 12,000 клиентов по России. В связи, с активным расширением компании мы ищем “Специалистов отдела продаж услуг по генерации клиентов с гарантией результата”. Влияние коронавируса на наш бизнес? Мы создали специальные Антикризисные тарифы и даем первых клиентов бесплатно, для того, чтобы поддержать и помочь бизнесу вырасти. Рост спроса на наш продукт за март 2020 вырос в 2,3 раза. Бизнесы активно активизировались, тк сейчас срочно нужно решить проблему с падением продаж. Мы не хотим рисковать вашим здоровьем, поэтому деятельность будет строиться полностью удаленно. Как строиться работа в нашей компании? 1. Мы снабжаем тебя готовой базой клиентов. Это те люди, которые в данный момент времени уже нуждаются в увеличение продаж. Необходимо качественно презентовать продукт ЛПРу и закрыть сделку. 2. Вся работа ведется в удобной CRM-системе (система учета клиентов), а звонки записываются, чтобы помочь тебе продавать больше. 3. Твоя основная задача - качественно проводить диалоги с клиентами и ставить упор на конвертацию заявок в покупателей. Какие компетенции мы ждем от тебя? • Самое главное - успешный опыт в продажах от 2 лет; • Опыт работы в продаже франшиз, digital услуг - будут являться вашим преимуществом; • Желание много зарабатывать, а не сидеть в кресле; Условия работы: Окладная часть по результатам собеседования + очень высокий проценты от продаж. Средний заработок сотрудников отдела продаж 80,000 рублей в месяц. Самый большой бонус менеджера по продажам - 485,000р за март 2020 года. Другие условия работы:  Удобный режим и график работы (5/2, 10:00 - 19:00, возможность работы из дома);  Бесплатное вводное и регулярное обучение. Мир технологий быстро меняется, и Вы будете всегда в курсе самых актуальных новинок;  Карьерный рост. Компания активно растет, если ты амбициозен, то сможешь быстро вырасти до “Ведущего менеджера” и “Руководителя отдела продаж”  В общем, если ты искал ту работу в продажах, которая позволит хорошо зарабатывать и постоянно расти - поздравляем, ты ее нашел:) Мы уверены, именно в нашей компании Вы сможете обеспечить свои амбиции) Обязательно оставляй отклик и будем уже общаться лично До связи!)"
94,,myClass,<em>,Обязанности: Общение с действующими клиентами (школьниками) в социальной сети &quot;Вконтакте&quot;;Работа в CRM-системе &quot;BlueSales&quot;;Выполнение плана продаж. ,Полная занятость,Нет опыта,,,Работа с возражениями,2021-01-06T13:05:39+0300,Требования: Ответственный подход к задачамМожешь сидеть ВК по 5-7 часов в день,Удаленная работа,CRM|Навыки продаж|Социальные сети|Активные продажи|Работа с возражениями|,Условия: Работа в дружном молодом коллективеПлавающий график (можно совмещать с учебой)Стабильная ЗПВозможность профессионального и карьерного роста
95,село Усады,GDC (ICL Services),"Если вы хотите углубиться в изучение ITIL (общепризнанные мировые практики в области информационных технологий), ежедневно практиковать английский, прокачивать «гибкие» навыки (soft skills) и менеджерские компетенции – вакансия для вас. Будем работать с процессами управления изменениями и сервисными активами и конфигурациями.   ",,Полная занятость,От 1 года до 3 лет,,,Обучение и развитие,2021-01-08T10:54:07+0300,,Удаленная работа,1С: Документооборот|Тайм-менеджмент|Английский язык|Управление рисками|Обучение и развитие|,
96,,GDC (ICL Services),"<em>Наша компания занимается IT-аутсорсингом. Заказчики – крупнейшие российские и зарубежные компании: производители автомобилей, торгово-энергетический комплекс, ряд фармацевтических компаний и многие другие. Работаем в формате business to business – проектируем, развиваем и поддерживаем IT-инфраструктуру наших клиентов.</em> <em>Ищем администратора проектов (операционного менеджера) в направление корпоративных приложений и разработки ПО. Позиция предполгает рост до проектного менеджера при успешном выполнении задач. </em>   ",,Полная занятость,От 1 года до 3 лет,,,Тайм-менеджмент,2021-01-08T10:05:14+0300,,Полный день,Управление проектами|Английский язык|Аутсорсинг|Проектный менеджмент|Тайм-менеджмент|,"Что мы предлагаем: <em>Выплаты и бонусы:</em> конкурентная заработная плата (обсуждается на интервью),бонусы и 13 зарплата,оплата ГСМ,бонус к отпуску и значимым событиям (свадьба, рождение детей),компенсация процентов по ипотеке и беспроцентная ссуда,ДМС со стоматологией,компенсация спорта. <em>Условия труда:</em> работа в современном офисе в Технопарке Усады (пока мы все работаем удаленно, но можно изучить наш офис в соцсетях по хештегe #GDCusady)бесплатные корпоративные автобусы до офиса и обратно по 3 направлениям,столовые в офисах и скидки на питание. <em>Обучение и карьера:</em> вендорное обучение и сертификация за счет компании,обучение английскому и общение с иностранными заказчиками,возможность участия в техническом и управленческом кадровом резерве. <em>Экология и благотворительность (по желанию):</em> помогаем детским домам, школам, приютам для животных,озеленяем город, бережем ресурсы,поддерживаем социальные инициативы сотрудников,проводим дружные тимбилдинги, веселые корпоративы и делаем все, чтобы нашим сотрудникам было хорошо ."
97,,Центр информационных технологий Республики Татарстан,Для реализации проектов цифровизации государственных услуг компания «Центр информационных технологий» приглашает ,,Полная занятость,От 3 до 6 лет,,,Управление разработкой,2020-12-04T22:02:17+0300,,Полный день,ITSM|ITIL|Linux|Atlassian Jira|Управление разработкой|,
98,,"Ак Барс, Группа компаний",,"Обязанности: Программирование на обычных и управляемых формахРазработка, доработка документов, отчетов, обработок в конфигурации 1С (УПП, по заявкам пользователей и ТЗ)Разработка инструкций по работе в программе 1С: УПП; консультирование пользователейРеализация возникающих задач по заданиям подразделений предприятия, документирование и поддержка разработанного функционала.Интеграция 1С с другими программамиУчастие во внедрении новых программ на базе 1С   ",Полная занятость,От 3 до 6 лет,75000,60000,Ведущий инженер - программист 1С,2020-12-09T12:43:04+0300,"Требования: Высшее профессиональное образование (техническое)Опыт программирования в 1С версии 8 от 3-х летЗнание типовой конфигурации 1С УППУмение разбираться в &quot;чужом&quot; кодеУмение общаться с пользователямиЗнание нескольких предметных областей (финансовый учет, основы бухгалтерского учета, складского учета, производственного планирования, закупки, продажи).   ",Полный день,,"Условия: Пятидневная рабочая неделя 5/2, с 8 до 16.45Полный соц. пакетСтабильная з/п + ежемесячная премия по результатамльготное питаниевозможность обучения"
99,Казань,Ак Барс Цифровые Технологии,Мы развиваем цифровые продукты Банка и постоянно тестируем и масштабируем новые. Сейчас мы ищем ,,Полная занятость,От 3 до 6 лет,,,Ведущий специалист по тестированию / QA Lead,2020-12-27T20:23:29+0300,,Удаленная работа,,
100,,RedLab,,,Полная занятость,От 3 до 6 лет,,,Redux,2020-12-29T15:48:49+0300,,Удаленная работа,JavaScript|React|Redux|,
101,,Тихомиров Алексей Владимирович,"В компанию, занимающуюся BI решениями, требуются разработчики хранилищ в стеке Microsoft.<br /><br />",Обязанности: Разработка отчетов (SSRS);Доработка хранилища (MSSQL);Создание витрин;Разработка и мониторинг ETL (SSIS) процессов; ,Полная занятость,От 3 до 6 лет,160000,110000,SSRS,2020-12-22T09:54:14+0300,Требования: Хорошее знание SQL;Знание концепции хранилищ данных;Опыт настройки ETL и архитектурных решений;OLAP;Коммуникативные навыки; ,Удаленная работа,SQL|MS SQL|Базы данных|ETL|dwh|Olap (online analytical processing)|Power BI|SSIS|SSRS|,
102,,Газпром нефть,,"Обязанности: Разработка программного обеспеченияУчастие в создании цифровой модели активов, объединяющей интегрированные модели пласта, скважин, подземной и наземной инфраструктуры ",Полная занятость,От 1 года до 3 лет,,,NUnit,2020-12-04T12:55:44+0300,"Требования: Уверенные знания и опыт разработки приложений на java core и Java Spring BootЗнание и понимание принципов работы реляционных БД (Oracle, Postgresql), языка SQL (PL/pgSQL, PL/SQL или T-SQL), опыт работы с NoSql БДОпыт работы с брокерами сообщений (RabbitMq, Kafka), со средами контейнерезации (Docker) и системами оркестрации контейнеровОпыт работы с системами контроля версий Git (понимание методологии Git-Flow)Опыт в написании unit-тестов (MSTest/NUnit), понимание процессов CI/CDПриветствуется опыт работы с ELK-стеком, unix системами ",Полный день,PostgreSQL|Java|SQL|Oracle Pl/SQL|Git|Java Spring Boot|java core|MSTest|NUnit|,"Условия: Работа в стабильной, динамично развивающейся компанииПерспектива профессионального роста, возможность обученияДМС, страхование жизниГодовой бонус по результатам деятельностиУровень заработной платы обсуждается по итогам собеседования"
103,Казань,ОпенСервис,"Привет! В нашу успешную, молодую и амбициозную команду, тесно связавшую свою жизнь и работу с ресторанами, мы ищем ",,Полная занятость,От 1 года до 3 лет,60000,30000,Штрих-М,2021-01-09T16:31:50+0300,,Полный день,MS Excel|CRM|Консультирование|Пользователь ПК|Деловая переписка|Телефонные переговоры|Грамотная речь|Деловое общение|Бизнес-планирование|HoReCa|Helpdesk|iiko|MS SQL Server|ККТ|ЦТО|АТОЛ|Штрих-М|,
104,,Ак Барс Цифровые Технологии,"Мы в поисках Разработчика баз данных на проекты, связанные с технологиями управления данными для управленческой и регуляторной отчетности, а также с процессами интеграции между различными АБС (ETL-процессы).<br /><br />",,Полная занятость,От 1 года до 3 лет,,,База данных: Oracle,2020-12-18T13:58:13+0300,,Удаленная работа,Atlassian Jira|MS SQL|SQL|База данных: Oracle|,"Мы предлагаем:  Работу в команде профессионалов, условия для роста и развития.  Офис в Казани и Иннополисе. Финансовую помощь при переезде.  Возможность работать удаленно.  Официальное трудоустройство, белую зарплату.  Техническое ревью дважды в год, а также возможность проходить перфоманс ревью каждый год.  ДМС в твоем городе сразу после окончания испытательного срока (3 месяца);  Профессиональное развитие и обучение (внутренние и внешние профильные мероприятия).  Уровень заработной платы обсуждается индивидуально с каждым кандидатом, исходя из его знаний и опыта. "
105,,Smart Apartment Data,Looking to work in a fun and dynamic software company? ,,Полная занятость,От 3 до 6 лет,3500,3300,.NET Framework,2020-12-10T01:39:13+0300,,Полный день,Английский язык|MS Access|C#|.NET Framework|,
106,,Andersen,Международная аутсорсинговая IT компания,"Обязанности: оптимизация и написание новых запросов. В рамках нашей компании в будущем у вас будет возможность рассматривать также проекты, на которых вы сможете применить свои опыт и навыки в работе с Oracle DB либо PostgreSQL DB. ",Полная занятость,От 3 до 6 лет,,,Английский язык,2020-12-15T15:57:34+0300,Требования:  опыт работы на позиции Database Developer не менее 2 лет;навыки разработки на основе СУБД MySQL;опыт работы с другими СУБД - будет плюсом;понимание практик Agile методологий (Scrum);уровень английского языка - Intermediate+. ,Полный день,MySQL|Английский язык|,
107,,Кувшинов Алексей Вячеславович,Здравствуйте. Меня зовут Алексей (основатель RukzakMania.ru) и я был бы рад пригласить Вас в команду интернет-магазина классных рюкзаков. Мы ищем ,,Полная занятость,От 3 до 6 лет,60000,25000,PHP,2020-12-15T20:12:29+0300,,Удаленная работа,Google Analytics|Интернет-реклама|HTML|GTM|Планирование рекламных кампаний|E-Commerce|Веб-аналитика|Многозадачность|Интернет маркетинг|Внутренняя оптимизация сайта|Анализ посещаемости сайтов|Веб-программирование|SEO|Сегментирование аудитории|CSS|Email маркетинг|Продвижение сайтов|PHP|,
108,,Ростелеком - Центры обработки данных,"Мы - ТИОНИКС, одно из дочерних подразделений Ростелеком, российский разработчик и национальный оператор облачных услуг на основе решений OpenStack.<br /><br /> ","Обязанности: Тестирование ПО, в том числе функциональное, регресс, нагрузочное и др.Анализ результатов тестирования;Разработка и поддержание в актуальном состоянии схем/сценариев тестирования ПО (тест-кейсы);Подготовка автотестов;Обработка заявок/ошибок ПО, поступивших на группу разработки, проверка воспроизводимости ошибок;Постановка задач на разработчиков с целью исправления ошибок ПО, приемка поставленных задач;Поддержка текущего процесса тестирования, его оптимизация и актуализация ",Полная занятость,От 1 года до 3 лет,,,Web-API,2020-12-15T19:21:38+0300,"Требования: базовые знания в технологиях построения ПО, понимание принципов работы Web-API;знание методик и принципов тестирования ПО (интеграционное тестирование, тестирование API, нагрузочное тестирование, функциональное тестирование);навыки использования инструментария для тестирования ПО (например, Test Link/Test IT, Selenium/Allure/Tempest/Rally);навыки разработки документации для тестирования ПО;навыки написания автоматизированных тестов;базовые навыки в работе с SQL;общее понимание концепции CI/CD;опыт работы с Windows, *nix системами, MS Office, Internet;желателен опыт: работы с системами, для которых определено SLA; тестирования высоконагруженных систем;коммуникабельность, последовательность, самостоятельность в работе, ответственность, обязательность и ориентация на интересы всего подразделения ",Полный день,MS SQL|HTML|SQL|Web-API|,"Условия: Оформление по ТК РФКонкурентная зарплата + система премийДМС со стоматологией после прохождения испытательного срока;График работы 5/2, гибкое начало дня;<br /><br />Два этапа interview. Общее и техническое"
109,,IT_Selection,Добрый день! Сейчас мы ищем,"Обязанности:<br />Подготовка, проверка и анализ данных о веб-трафике из нескольких онлайн-ресурсов.<br />Настройка A / B-тестирования<br />Использование инструментов аналитики электронной торговли<br />Анализ финансовых показателей, показателей эффективности<br />Подготовка отчетов и презентаций для руководства ",Полная занятость,От 1 года до 3 лет,2700,1600,Google Data Studio,2020-12-23T09:49:45+0300,"Требования:<br />· Высшее образование<br />· Опыт работы в качестве веб-аналитика / Google-аналитика или специалиста по цифровому маркетингу от 3- х лет<br />· Английский С1<br />· Знание и опыт с SQL.<br />· Владение инструментами: Google Analytics и Яндекс Метрика, включая создание настраиваемых фильтров, настраиваемых сегментов и настраиваемых отчетов.<br />· Важен опыт работы с Google Tag Manager.<br />· Опыт работы с инструментами A/B-тестирования: Google Optimize или Optimizely<br />· Владение Power BI и Google Data Studio<br />· Хорошее знание MS Office<br />· Навыки презентации<br />· Отличные навыки работы с Excel, включая макросы и VBA ",Удаленная работа,SQL|Google Analytics|MS SQL|Яндекс.Метрика|Google Optimize|Google Data Studio|,"Что мы можем предложить:<br />· Возможность развития навыков в Google Analytics и цифровом маркетинге;<br />· Конкурентоспособная заработная плата;<br />· Интересные проекты, ориентированные на рынок США;<br />· Условия для профессионального роста внутри компании;<br />· Оформление ИП или самозанятость<br />· Удаленную работу   Ждем Ваши отклики! <ul> </ul>"
110,Казань,АК БАРС ДОМ,,"Обязанности: Выполнение запросов (инцидентов и запросов на обслуживание) для которых не требуется модификация исходного кода приложений, в том числе: внесение изменений в конфигурации;формирование разовых отчетов и выборок данных; Подготовка инструкций для 1-й линии;Расследование причин инцидентов для передачи на 3-ю линию;Мониторинг бизнес-приложений; ",Полная занятость,От 3 до 6 лет,70000,70000,СУБД,2020-12-07T21:10:50+0300,Требования: Понимание принципов работы веб и мобильных приложений;Понимание принципов работы веб-сервисов;Работа с СУБД (желательно My SQL) на уровне написания SQL запросов;Написание технической документации;Анализ причин ошибок в приложения;Сбор и подготовка информации об ошибках разработчикам приложений;Знание PHP или Python будут плюсом; ,Полный день,Python|SQL|Грамотная речь|Мобильность|СУБД|,"Условия: Работа в управляющей компании крупного производственно-строительного холдинга; График работы: 5/2, с 8.30 до 17.30;  Стабильная заработная плата (оклад + гарантированная премия);  Возможность обучения в корпоративном университете;  Оформление в соответствии с трудовым законодательством РФ. "
111,,2050.Digital,"Мы занимаемся цифровизацией предприятий в сфере энергетики, машиностроения и нефтегазовых отраслей, а также предиктивной и прескриптивной аналитикой, созданием цифровых продуктов и решений в области Индустрии 4.0. ",,Полная занятость,От 1 года до 3 лет,,,GRASP,2021-01-06T12:44:04+0300,,Удаленная работа,Python|ООП|Django Framework|kafka|Solid|GRASP|,
112,,Совкомбанк,,"Обязанности:  Техническая поддержка парка ПК (более 1000) и пользователей, установка и решение ошибок в работе программного обеспечения, установка и решение проблем с оргтехникой; Прочие задачи устанавливаемые руководством в зависимости от текущего уровня квалификации работника. ",Полная занятость,От 1 года до 3 лет,,35000,Настройка сетевых подключений,2020-12-28T15:12:45+0300,"Требования: С высшим (незаконченным) образованием; Имеющего опыт работы в технической поддержке, опыт в качестве системного администратора(кандидаты с минимальным опытом также приветствуются);  Имеющего опыт работы с пользовательскими ОС Windows на уровне администратора, Active Directory(создание\управление пользователями и доступами), понимание работы DNS,DHCP, TCP\IP,;  Пунктуального , физически выносливого.  ",Полный день,TCP/IP|Windows 7|Windows Xp|Обучение и развитие|Техническая поддержка|DHCP|Администрирование сетевого оборудования|Настройка сетевых подключений|,"Условия: Стабильная работа в крупном федеральном банке;Место работы в центре города в дружной молодой команде;Официальная заработная плата (оклад + квартальная премия в аналогичном размере), трудоустройство по ТК РФ; График работы 5/2 ( с 9:00-18:00);  Оплачиваемое обучение и наставничество;  Свободный дресс-код. "
113,,"Зарница, ПО",,"Обязанности:  Прием и регистрация в системе учета обращений заявок от сотрудников  Решение обращений, назначаемых в системе учета обращений  Поддержание работоспособности парка компьютеров и оргтехники ,установка и настройка необходимого программного обеспечения (MS Office, антивирус и т.п.)  Управление резервом и состоянием IT оборудования, профилактическое обслуживание оборудования и закупка нового  Работа с договарами и документами от поставщиков  Администрирование Windows Server ( AD, DNS, SMB, FTP)  Обучение сотрудников компании работе с информационными системами  Обслуживание системы видеонаблюдения и системы контроля доступа  Выполнение поручений непосредственного руководителя и заместителя руководителя  ",Полная занятость,От 1 года до 3 лет,,,Windows Os,2021-01-05T08:37:23+0300,"Требования: Опыт работы от года в должности системного администратора Знание операционных систем от Windows XP и выше на уровне администратора  Хорошее знание аппаратной части ПК и сопутствующей оргтехники. Умение проводить ремонт оборудования на блочном уровне  Понимание основных принципов работы протокола ТСР/IP  Понимание основ администрирования серверных операционных систем Windows Server 2008  Понимание принципов работы DNS, DHCP, Active Directory, протоколов РОР, SMTP, IMAP  Вежливость в общении, умение работать в команде  Будет плюсом: Опыт администрирования роутеров различных производителей (настройка и отладка работы DHCP, OSPF, IPSec, маршрутизации, firewall); Умение настройки управляемых коммутаторов D-link. Знание основных принципов устройства службы Service Desk будет преимуществом ",Полный день,Active Directory|Администрирование серверов Windows|Настройка DNS|DHCP|Системы видеонаблюдения|Ремонт ПК|Техническое обслуживание|Системное администрирование|Информационные технологии|Настройка ПК|Настройка ПО|Windows Os|,"Условия: Испытательный срок, его условия и з/п по результатам собеседованияСтабильные выплаты заработной платы (2 раза в месяц)Полный рабочий день с 9.00 до 18.00Вахта по городу КазанИнтересная работа в крупной производственной компании"
